#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CNTN3	L1CAM	9606.ENSP00000263665	9606.ENSP00000359077	0	0	0	0.735	0.072	0.324	0	0.337	0.548
COA6	TIMM10	9606.ENSP00000355574	9606.ENSP00000257245	0	0	0	0	0.129	0	0	0.390	0.446
COA6	NFIL3	9606.ENSP00000355574	9606.ENSP00000297689	0	0	0	0	0.087	0.254	0.198	0.100	0.443
COA6	SDHB	9606.ENSP00000355574	9606.ENSP00000364649	0	0	0	0	0.348	0.128	0	0.222	0.519
COA6	NDUFB3	9606.ENSP00000355574	9606.ENSP00000407336	0	0	0	0	0.304	0.257	0	0.273	0.591
COA6	TIMM8A	9606.ENSP00000355574	9606.ENSP00000361993	0	0	0	0	0.189	0	0.400	0.366	0.664
COL11A1	DCN	9606.ENSP00000359114	9606.ENSP00000052754	0	0	0	0	0.138	0.091	0	0.324	0.424
COL11A1	MXRA5	9606.ENSP00000359114	9606.ENSP00000217939	0	0	0	0	0.210	0.091	0	0.294	0.448
COL11A1	PCOLCE	9606.ENSP00000359114	9606.ENSP00000223061	0	0	0	0	0.101	0.129	0.400	0.560	0.765
COL11A1	COL1A1	9606.ENSP00000359114	9606.ENSP00000225964	0	0	0.095	0.847	0.244	0	0.720	0.841	0.965
COL11A1	SULF1	9606.ENSP00000359114	9606.ENSP00000260128	0	0	0	0	0.303	0	0	0.370	0.542
COL11A1	ICAM1	9606.ENSP00000359114	9606.ENSP00000264832	0	0	0	0	0	0	0	0.469	0.469
COL11A1	LUM	9606.ENSP00000359114	9606.ENSP00000266718	0	0	0	0	0.220	0.094	0.900	0.369	0.949
COL11A1	VCAM1	9606.ENSP00000359114	9606.ENSP00000294728	0	0	0	0	0.074	0	0	0.493	0.510
COL11A1	COL6A3	9606.ENSP00000359114	9606.ENSP00000295550	0	0	0	0.564	0.182	0	0.400	0.675	0.826
COL11A1	HHIP	9606.ENSP00000359114	9606.ENSP00000296575	0	0	0	0	0	0	0	0.459	0.459
COL11A1	EDIL3	9606.ENSP00000359114	9606.ENSP00000296591	0	0	0	0	0.150	0.045	0	0.456	0.520
COL11A1	COL1A2	9606.ENSP00000359114	9606.ENSP00000297268	0	0	0.093	0.841	0.295	0.069	0.900	0.899	0.992
COL11A1	COL14A1	9606.ENSP00000359114	9606.ENSP00000297848	0	0	0	0.559	0.068	0.098	0.400	0.529	0.730
COL11A1	MMP3	9606.ENSP00000359114	9606.ENSP00000299855	0	0	0	0	0.105	0.050	0	0.397	0.443
COL11A1	COL6A2	9606.ENSP00000359114	9606.ENSP00000300527	0	0	0.109	0.609	0.172	0.126	0.400	0.531	0.785
COL11A1	COL3A1	9606.ENSP00000359114	9606.ENSP00000304408	0	0	0.092	0.840	0.353	0	0.720	0.817	0.965
COL11A1	MMP1	9606.ENSP00000359114	9606.ENSP00000322788	0	0	0	0	0.114	0.050	0	0.561	0.599
COL11A1	COL12A1	9606.ENSP00000359114	9606.ENSP00000325146	0	0	0	0.559	0.262	0.087	0.400	0.299	0.678
COL11A1	FBN1	9606.ENSP00000359114	9606.ENSP00000325527	0	0	0	0	0.218	0.099	0	0.480	0.602
COL11A1	ITGA11	9606.ENSP00000359114	9606.ENSP00000327290	0	0	0	0	0.182	0	0	0.462	0.541
COL11A1	COL4A5	9606.ENSP00000359114	9606.ENSP00000331902	0	0	0.099	0.717	0.086	0.071	0.400	0.466	0.710
COL11A1	COL7A1	9606.ENSP00000359114	9606.ENSP00000332371	0	0	0	0.676	0.060	0.071	0.400	0.203	0.526
COL11A1	COL6A1	9606.ENSP00000359114	9606.ENSP00000355180	0	0	0.105	0.600	0.183	0	0.400	0.516	0.759
COL11A1	THBS2	9606.ENSP00000359114	9606.ENSP00000355751	0	0	0	0	0.269	0.099	0	0.858	0.898
COL11A1	PCDH9	9606.ENSP00000359114	9606.ENSP00000367096	0	0	0	0	0.044	0.045	0	0.408	0.413
COL11A1	FBN2	9606.ENSP00000359114	9606.ENSP00000424571	0	0	0	0	0.115	0.099	0	0.401	0.481
COL11A1	GDF5	9606.ENSP00000359114	9606.ENSP00000363492	0	0	0	0	0	0.067	0	0.478	0.492
COL11A1	GREM1	9606.ENSP00000359114	9606.ENSP00000498748	0	0	0	0	0.118	0	0	0.467	0.509
COL11A1	COL13A1	9606.ENSP00000359114	9606.ENSP00000381949	0	0	0.115	0.733	0.067	0	0.400	0.153	0.524
COL11A1	CXCL12	9606.ENSP00000359114	9606.ENSP00000379140	0	0	0	0	0.094	0	0	0.515	0.542
COL11A1	COL15A1	9606.ENSP00000359114	9606.ENSP00000364140	0	0	0.113	0.590	0.097	0	0.400	0.253	0.593
COL11A1	POSTN	9606.ENSP00000359114	9606.ENSP00000369071	0	0	0	0	0.329	0.076	0	0.479	0.648
COL11A1	COL4A1	9606.ENSP00000359114	9606.ENSP00000364979	0	0	0.127	0.673	0.127	0.071	0.400	0.487	0.742
COL11A1	COL16A1	9606.ENSP00000359114	9606.ENSP00000362776	0	0	0.111	0.697	0.152	0.254	0.540	0.492	0.844
COL11A1	COL5A1	9606.ENSP00000359114	9606.ENSP00000360882	0	0	0.053	0.975	0.217	0	0.720	0.479	0.877
COL12A1	DCN	9606.ENSP00000325146	9606.ENSP00000052754	0	0	0	0	0.290	0.091	0	0.404	0.582
COL12A1	MXRA5	9606.ENSP00000325146	9606.ENSP00000217939	0	0	0	0	0.267	0.091	0	0.250	0.456
COL12A1	MMP2	9606.ENSP00000325146	9606.ENSP00000219070	0	0	0	0	0.240	0.399	0	0.523	0.763
COL12A1	ITGB8	9606.ENSP00000325146	9606.ENSP00000222573	0	0	0	0	0.048	0.045	0	0.422	0.428
COL12A1	PCOLCE	9606.ENSP00000325146	9606.ENSP00000223061	0	0	0	0	0.181	0.129	0	0.475	0.593
COL12A1	COL1A1	9606.ENSP00000325146	9606.ENSP00000225964	0	0	0	0.562	0.424	0	0.400	0.565	0.836
COL12A1	LAMA5	9606.ENSP00000325146	9606.ENSP00000252999	0	0	0	0	0.102	0.068	0	0.624	0.658
COL12A1	SULF1	9606.ENSP00000325146	9606.ENSP00000260128	0	0	0	0	0.336	0	0	0.265	0.491
COL12A1	LUM	9606.ENSP00000325146	9606.ENSP00000266718	0	0	0	0	0.352	0.091	0	0.640	0.769
COL12A1	COL6A3	9606.ENSP00000325146	9606.ENSP00000295550	0	0	0	0.562	0.262	0	0.400	0.560	0.788
COL12A1	COL1A2	9606.ENSP00000325146	9606.ENSP00000297268	0	0	0	0.559	0.298	0	0.400	0.548	0.793
COL12A1	COL14A1	9606.ENSP00000325146	9606.ENSP00000297848	0	0	0	0.917	0.174	0	0.720	0.095	0.772
COL12A1	MMP3	9606.ENSP00000325146	9606.ENSP00000299855	0	0	0	0	0.158	0.050	0	0.339	0.425
COL12A1	COL6A2	9606.ENSP00000325146	9606.ENSP00000300527	0	0	0	0.591	0.250	0.110	0.400	0.543	0.793
COL12A1	COL3A1	9606.ENSP00000325146	9606.ENSP00000304408	0	0	0	0.562	0.384	0	0.400	0.329	0.730
COL12A1	RUNX3	9606.ENSP00000325146	9606.ENSP00000382800	0	0	0	0	0	0	0	0.411	0.411
COL12A1	RELN	9606.ENSP00000325146	9606.ENSP00000392423	0	0	0	0	0	0	0	0.425	0.424
COL12A1	ITGA11	9606.ENSP00000325146	9606.ENSP00000327290	0	0	0	0.554	0.336	0	0	0.228	0.465
COL12A1	FBN2	9606.ENSP00000325146	9606.ENSP00000424571	0	0	0	0	0.105	0.099	0	0.396	0.471
COL12A1	SERPINE2	9606.ENSP00000325146	9606.ENSP00000415786	0	0	0	0	0.086	0.051	0	0.456	0.487
COL12A1	COL4A5	9606.ENSP00000325146	9606.ENSP00000331902	0	0	0	0.557	0.109	0	0.400	0.215	0.543
COL12A1	PRELP	9606.ENSP00000325146	9606.ENSP00000343924	0	0	0	0	0.070	0.091	0	0.542	0.579
COL12A1	COL15A1	9606.ENSP00000325146	9606.ENSP00000364140	0	0	0	0.566	0.168	0	0.400	0.277	0.608
COL12A1	COL4A1	9606.ENSP00000325146	9606.ENSP00000364979	0	0	0	0.553	0.255	0	0.400	0.278	0.649
COL12A1	COL13A1	9606.ENSP00000325146	9606.ENSP00000381949	0	0	0	0.686	0.099	0	0.400	0.411	0.653
COL12A1	FBN1	9606.ENSP00000325146	9606.ENSP00000325527	0	0	0	0	0.409	0.099	0	0.425	0.667
COL12A1	POSTN	9606.ENSP00000325146	9606.ENSP00000369071	0	0	0	0	0.374	0.071	0	0.477	0.669
COL12A1	THBS2	9606.ENSP00000325146	9606.ENSP00000355751	0	0	0	0	0.295	0.099	0	0.613	0.733
COL12A1	COL6A1	9606.ENSP00000325146	9606.ENSP00000355180	0	0	0	0.586	0.244	0	0.400	0.556	0.781
COL12A1	COL5A1	9606.ENSP00000325146	9606.ENSP00000360882	0	0	0	0.559	0.409	0.071	0.400	0.443	0.792
COL12A1	COL7A1	9606.ENSP00000325146	9606.ENSP00000332371	0	0	0	0.590	0.158	0	0.720	0.235	0.803
COL12A1	COL16A1	9606.ENSP00000325146	9606.ENSP00000362776	0	0	0	0.560	0.266	0	0.720	0.283	0.839
COL13A1	COL1A1	9606.ENSP00000381949	9606.ENSP00000225964	0	0	0.157	0.717	0.083	0	0.400	0.134	0.545
COL13A1	COL6A3	9606.ENSP00000381949	9606.ENSP00000295550	0	0	0	0.626	0.063	0	0.400	0.175	0.495
COL13A1	COL1A2	9606.ENSP00000381949	9606.ENSP00000297268	0	0	0.177	0.703	0.083	0	0.400	0.133	0.555
COL13A1	COL14A1	9606.ENSP00000381949	9606.ENSP00000297848	0	0	0.150	0.604	0	0	0.400	0.239	0.578
COL13A1	COL6A2	9606.ENSP00000381949	9606.ENSP00000300527	0	0	0.176	0.636	0.129	0.073	0.400	0.188	0.617
COL13A1	SCARA3	9606.ENSP00000381949	9606.ENSP00000301904	0	0	0.480	0	0.086	0	0	0	0.504
COL13A1	COL3A1	9606.ENSP00000381949	9606.ENSP00000304408	0	0	0.172	0.710	0.074	0	0.400	0.123	0.542
COL13A1	COL4A5	9606.ENSP00000381949	9606.ENSP00000331902	0	0	0.114	0.746	0.067	0	0.400	0.125	0.508
COL13A1	COL7A1	9606.ENSP00000381949	9606.ENSP00000332371	0	0	0	0.733	0.084	0	0.400	0.137	0.484
COL13A1	COL6A1	9606.ENSP00000381949	9606.ENSP00000355180	0	0	0.186	0.635	0.180	0	0.400	0.161	0.619
COL13A1	COL5A1	9606.ENSP00000381949	9606.ENSP00000360882	0	0	0.108	0.738	0.104	0	0.400	0.440	0.695
COL13A1	COL16A1	9606.ENSP00000381949	9606.ENSP00000362776	0	0	0.150	0.712	0.087	0	0.400	0.442	0.705
COL13A1	COL15A1	9606.ENSP00000381949	9606.ENSP00000364140	0	0	0.139	0.643	0.049	0	0.400	0.188	0.547
COL13A1	COL4A1	9606.ENSP00000381949	9606.ENSP00000364979	0	0	0.128	0.722	0.109	0	0.400	0.427	0.697
COL14A1	DCN	9606.ENSP00000297848	9606.ENSP00000052754	0	0	0	0	0.276	0.328	0	0.882	0.937
COL14A1	MXRA5	9606.ENSP00000297848	9606.ENSP00000217939	0	0	0	0	0.197	0.091	0	0.306	0.449
COL14A1	MMP2	9606.ENSP00000297848	9606.ENSP00000219070	0	0	0	0	0.208	0.264	0	0.257	0.530
COL14A1	PCOLCE	9606.ENSP00000297848	9606.ENSP00000223061	0	0	0	0	0.156	0.129	0	0.330	0.465
COL14A1	COL1A1	9606.ENSP00000297848	9606.ENSP00000225964	0	0	0.147	0.561	0.207	0	0.400	0.529	0.783
COL14A1	ICAM1	9606.ENSP00000297848	9606.ENSP00000264832	0	0	0	0	0	0	0	0.574	0.574
COL14A1	LUM	9606.ENSP00000297848	9606.ENSP00000266718	0	0	0	0	0.266	0.091	0	0.623	0.726
COL14A1	VCAM1	9606.ENSP00000297848	9606.ENSP00000294728	0	0	0	0	0.086	0	0	0.515	0.538
COL14A1	COL6A3	9606.ENSP00000297848	9606.ENSP00000295550	0	0	0	0.579	0.181	0	0.400	0.265	0.607
COL14A1	COL1A2	9606.ENSP00000297848	9606.ENSP00000297268	0	0	0.149	0.557	0.215	0	0.400	0.534	0.788
COL14A1	CXCL12	9606.ENSP00000297848	9606.ENSP00000379140	0	0	0	0	0.225	0	0	0.261	0.403
COL14A1	CYP1B1	9606.ENSP00000297848	9606.ENSP00000478561	0	0	0	0	0.063	0.071	0	0.399	0.431
COL14A1	THBS2	9606.ENSP00000297848	9606.ENSP00000355751	0	0	0	0	0.180	0.099	0	0.384	0.505
COL14A1	COL4A5	9606.ENSP00000297848	9606.ENSP00000331902	0	0	0	0.559	0.072	0	0.400	0.198	0.514
COL14A1	FBN1	9606.ENSP00000297848	9606.ENSP00000325527	0	0	0	0	0.231	0.099	0	0.365	0.522
COL14A1	POSTN	9606.ENSP00000297848	9606.ENSP00000369071	0	0	0	0	0.235	0.071	0	0.429	0.559
COL14A1	COL4A1	9606.ENSP00000297848	9606.ENSP00000364979	0	0	0	0.553	0.115	0	0.400	0.249	0.566
COL14A1	COL3A1	9606.ENSP00000297848	9606.ENSP00000304408	0	0	0.134	0.565	0.270	0	0.400	0.306	0.701
COL14A1	MFAP4	9606.ENSP00000297848	9606.ENSP00000378957	0	0	0	0	0.345	0	0	0.576	0.710
COL14A1	PRELP	9606.ENSP00000297848	9606.ENSP00000343924	0	0	0	0	0.151	0.456	0	0.466	0.732
COL14A1	COL6A1	9606.ENSP00000297848	9606.ENSP00000355180	0	0	0.129	0.581	0.213	0	0.400	0.503	0.768
COL14A1	COL7A1	9606.ENSP00000297848	9606.ENSP00000332371	0	0	0	0.637	0.062	0	0.720	0.210	0.774
COL14A1	COL15A1	9606.ENSP00000297848	9606.ENSP00000364140	0	0	0	0.565	0.232	0	0.400	0.558	0.779
COL14A1	ELN	9606.ENSP00000297848	9606.ENSP00000351807	0	0	0	0	0.264	0	0	0.715	0.781
COL14A1	COL5A1	9606.ENSP00000297848	9606.ENSP00000360882	0	0	0	0.558	0.186	0.071	0.400	0.584	0.786
COL14A1	COL6A2	9606.ENSP00000297848	9606.ENSP00000300527	0	0	0.140	0.586	0.181	0.166	0.400	0.518	0.799
COL14A1	COL16A1	9606.ENSP00000297848	9606.ENSP00000362776	0	0	0.110	0.562	0.105	0	0.720	0.504	0.874
COL15A1	DCN	9606.ENSP00000364140	9606.ENSP00000052754	0	0	0	0	0.242	0.050	0	0.325	0.472
COL15A1	MXRA5	9606.ENSP00000364140	9606.ENSP00000217939	0	0	0	0	0.224	0.050	0	0.377	0.501
COL15A1	MMP2	9606.ENSP00000364140	9606.ENSP00000219070	0	0	0	0	0.201	0	0	0.465	0.554
COL15A1	PCOLCE	9606.ENSP00000364140	9606.ENSP00000223061	0	0	0	0	0.214	0	0	0.332	0.453
COL15A1	COL1A1	9606.ENSP00000364140	9606.ENSP00000225964	0	0	0.116	0.578	0.339	0	0.400	0.279	0.713
COL15A1	ISLR	9606.ENSP00000364140	9606.ENSP00000249842	0	0	0	0	0.247	0.050	0	0.233	0.403
COL15A1	LUM	9606.ENSP00000364140	9606.ENSP00000266718	0	0	0	0	0.343	0.050	0	0.402	0.594
COL15A1	HMCN1	9606.ENSP00000364140	9606.ENSP00000271588	0	0	0	0	0.138	0	0	0.356	0.421
COL15A1	COL6A3	9606.ENSP00000364140	9606.ENSP00000295550	0	0	0	0.563	0.337	0	0.400	0.282	0.689
COL15A1	COL1A2	9606.ENSP00000364140	9606.ENSP00000297268	0	0	0.143	0.569	0.310	0	0.400	0.258	0.702
COL15A1	MMP3	9606.ENSP00000364140	9606.ENSP00000299855	0	0	0	0	0.095	0	0.400	0.249	0.556
COL15A1	COL6A2	9606.ENSP00000364140	9606.ENSP00000300527	0	0	0	0.584	0.254	0	0.400	0.541	0.777
COL15A1	COL3A1	9606.ENSP00000364140	9606.ENSP00000304408	0	0	0.117	0.575	0.334	0	0.400	0.478	0.791
COL15A1	FBN1	9606.ENSP00000364140	9606.ENSP00000325527	0	0	0	0	0.249	0.048	0	0.402	0.535
COL15A1	COL4A5	9606.ENSP00000364140	9606.ENSP00000331902	0	0	0	0.582	0.054	0	0.720	0.191	0.767
COL15A1	COL7A1	9606.ENSP00000364140	9606.ENSP00000332371	0	0	0	0.582	0.087	0	0.400	0.238	0.546
COL15A1	ELN	9606.ENSP00000364140	9606.ENSP00000351807	0	0	0	0	0.185	0	0	0.309	0.413
COL15A1	COL6A1	9606.ENSP00000364140	9606.ENSP00000355180	0	0	0	0.585	0.200	0	0.400	0.540	0.760
COL15A1	THBS2	9606.ENSP00000364140	9606.ENSP00000355751	0	0	0	0	0.316	0.048	0	0.452	0.612
COL15A1	COL5A1	9606.ENSP00000364140	9606.ENSP00000360882	0	0	0.112	0.589	0.260	0	0.400	0.536	0.793
COL15A1	COL16A1	9606.ENSP00000364140	9606.ENSP00000362776	0	0	0	0.572	0.133	0	0.400	0.256	0.579
COL15A1	POSTN	9606.ENSP00000364140	9606.ENSP00000369071	0	0	0	0	0.253	0	0	0.323	0.473
COL15A1	COL4A1	9606.ENSP00000364140	9606.ENSP00000364979	0	0	0	0.570	0.284	0	0.540	0.274	0.740
COL16A1	PCOLCE	9606.ENSP00000362776	9606.ENSP00000223061	0	0	0	0	0.185	0.129	0	0.239	0.412
COL16A1	COL1A1	9606.ENSP00000362776	9606.ENSP00000225964	0	0	0.122	0.683	0.312	0	0.540	0.225	0.756
COL16A1	LUM	9606.ENSP00000362776	9606.ENSP00000266718	0	0	0	0	0.215	0.091	0.540	0.300	0.739
COL16A1	THY1	9606.ENSP00000362776	9606.ENSP00000284240	0	0	0	0	0.159	0	0	0.366	0.444
COL16A1	COL6A3	9606.ENSP00000362776	9606.ENSP00000295550	0	0	0	0.565	0.191	0	0.400	0.527	0.750
COL16A1	COL1A2	9606.ENSP00000362776	9606.ENSP00000297268	0	0	0.135	0.678	0.262	0	0.540	0.467	0.822
COL16A1	COL6A2	9606.ENSP00000362776	9606.ENSP00000300527	0	0	0.128	0.599	0.328	0.126	0.400	0.372	0.772
COL16A1	COL3A1	9606.ENSP00000362776	9606.ENSP00000304408	0	0	0.136	0.687	0.257	0	0.540	0.486	0.828
COL16A1	FBN1	9606.ENSP00000362776	9606.ENSP00000325527	0	0	0	0	0.186	0.099	0	0.539	0.633
COL16A1	COL4A5	9606.ENSP00000362776	9606.ENSP00000331902	0	0	0.148	0.695	0.086	0	0.400	0.467	0.717
COL16A1	COL7A1	9606.ENSP00000362776	9606.ENSP00000332371	0	0	0.093	0.676	0.230	0	0.400	0.203	0.621
COL16A1	COL6A1	9606.ENSP00000362776	9606.ENSP00000355180	0	0	0.116	0.594	0.265	0	0.400	0.260	0.673
COL16A1	THBS2	9606.ENSP00000362776	9606.ENSP00000355751	0	0	0	0	0.350	0.099	0	0.318	0.566
COL16A1	COL5A1	9606.ENSP00000362776	9606.ENSP00000360882	0	0	0.117	0.680	0.357	0.133	0.540	0.319	0.818
COL16A1	PRRX2	9606.ENSP00000362776	9606.ENSP00000361547	0	0	0	0	0.126	0	0	0.354	0.411
COL16A1	POSTN	9606.ENSP00000362776	9606.ENSP00000369071	0	0	0	0	0.213	0.071	0	0.345	0.479
COL16A1	COL4A1	9606.ENSP00000362776	9606.ENSP00000364979	0	0	0.105	0.681	0.195	0.191	0.400	0.161	0.653
COL1A1	DCN	9606.ENSP00000225964	9606.ENSP00000052754	0	0	0	0	0.479	0.091	0	0.851	0.923
COL1A1	MXRA5	9606.ENSP00000225964	9606.ENSP00000217939	0	0	0	0	0.478	0.091	0	0.321	0.649
COL1A1	MMP2	9606.ENSP00000225964	9606.ENSP00000219070	0	0	0	0	0.403	0.298	0	0.623	0.828
COL1A1	ITGB8	9606.ENSP00000225964	9606.ENSP00000222573	0	0	0	0	0	0.045	0.650	0.537	0.832
COL1A1	PCOLCE	9606.ENSP00000225964	9606.ENSP00000223061	0	0	0	0	0.448	0.129	0.400	0.428	0.813
COL1A1	PLAU	9606.ENSP00000225964	9606.ENSP00000361850	0	0	0	0	0.113	0.051	0	0.357	0.411
COL1A1	FGF18	9606.ENSP00000225964	9606.ENSP00000274625	0	0	0	0	0.079	0.045	0	0.389	0.416
COL1A1	IGFBP7	9606.ENSP00000225964	9606.ENSP00000295666	0	0	0	0	0.129	0	0	0.358	0.417
COL1A1	TCF21	9606.ENSP00000225964	9606.ENSP00000356857	0	0	0	0	0.084	0	0	0.397	0.424
COL1A1	NFATC4	9606.ENSP00000225964	9606.ENSP00000388910	0	0	0	0	0.146	0.046	0	0.356	0.430
COL1A1	PRRX2	9606.ENSP00000225964	9606.ENSP00000361547	0	0	0	0	0.181	0	0	0.335	0.432
COL1A1	HTRA1	9606.ENSP00000225964	9606.ENSP00000357980	0	0	0	0	0.189	0.230	0	0.175	0.440
COL1A1	VCAM1	9606.ENSP00000225964	9606.ENSP00000294728	0	0	0	0	0.113	0	0	0.396	0.441
COL1A1	LAMA5	9606.ENSP00000225964	9606.ENSP00000252999	0	0	0	0	0.089	0.071	0	0.396	0.444
COL1A1	IFIT1	9606.ENSP00000225964	9606.ENSP00000360869	0	0	0	0	0.042	0.054	0	0.445	0.453
COL1A1	GJA1	9606.ENSP00000225964	9606.ENSP00000282561	0	0	0	0	0.172	0	0	0.370	0.456
COL1A1	IGF2	9606.ENSP00000225964	9606.ENSP00000391826	0	0	0	0	0.178	0	0	0.366	0.456
COL1A1	MYLK	9606.ENSP00000225964	9606.ENSP00000353452	0	0	0	0	0.097	0.107	0	0.385	0.460
COL1A1	ZNF521	9606.ENSP00000225964	9606.ENSP00000354794	0	0	0	0	0.071	0.053	0	0.437	0.461
COL1A1	TP53	9606.ENSP00000225964	9606.ENSP00000269305	0	0	0	0	0	0	0	0.472	0.472
COL1A1	WNT5A	9606.ENSP00000225964	9606.ENSP00000264634	0	0	0	0	0.175	0.047	0	0.396	0.483
COL1A1	GDF5	9606.ENSP00000225964	9606.ENSP00000363492	0	0	0	0	0.084	0.067	0	0.451	0.490
COL1A1	DKK1	9606.ENSP00000225964	9606.ENSP00000363081	0	0	0	0	0.086	0	0	0.474	0.499
COL1A1	HAS2	9606.ENSP00000225964	9606.ENSP00000306991	0	0	0	0	0.115	0	0	0.463	0.505
COL1A1	TWIST1	9606.ENSP00000225964	9606.ENSP00000242261	0	0	0	0	0.183	0	0	0.423	0.509
COL1A1	TGM2	9606.ENSP00000225964	9606.ENSP00000355330	0	0	0	0	0.085	0.322	0	0.273	0.510
COL1A1	GREM1	9606.ENSP00000225964	9606.ENSP00000498748	0	0	0	0	0.108	0	0	0.476	0.512
COL1A1	FOXO1	9606.ENSP00000225964	9606.ENSP00000368880	0	0	0	0	0	0.333	0	0.308	0.519
COL1A1	PHEX	9606.ENSP00000225964	9606.ENSP00000368682	0	0	0	0	0.067	0	0	0.510	0.523
COL1A1	KRT19	9606.ENSP00000225964	9606.ENSP00000355124	0	0	0	0	0.101	0.095	0	0.463	0.525
COL1A1	RHOJ	9606.ENSP00000225964	9606.ENSP00000316729	0	0	0	0	0.072	0.107	0	0.473	0.525
COL1A1	IGFBP5	9606.ENSP00000225964	9606.ENSP00000233813	0	0	0	0	0.271	0	0	0.376	0.526
COL1A1	PTN	9606.ENSP00000225964	9606.ENSP00000341170	0	0	0	0	0.098	0	0	0.497	0.527
COL1A1	FBN2	9606.ENSP00000225964	9606.ENSP00000424571	0	0	0	0	0.107	0.099	0	0.465	0.532
COL1A1	LRP5	9606.ENSP00000225964	9606.ENSP00000294304	0	0	0	0	0.080	0	0	0.512	0.532
COL1A1	MGP	9606.ENSP00000225964	9606.ENSP00000228938	0	0	0	0	0.217	0	0	0.451	0.552
COL1A1	S100A4	9606.ENSP00000225964	9606.ENSP00000357704	0	0	0	0	0.080	0.095	0	0.507	0.553
COL1A1	MEF2C	9606.ENSP00000225964	9606.ENSP00000340874	0	0	0	0	0	0	0	0.584	0.584
COL1A1	CXCL12	9606.ENSP00000225964	9606.ENSP00000379140	0	0	0	0	0.235	0	0	0.497	0.599
COL1A1	PRELP	9606.ENSP00000225964	9606.ENSP00000343924	0	0	0	0	0.131	0.328	0	0.370	0.600
COL1A1	TGFB2	9606.ENSP00000225964	9606.ENSP00000355896	0	0	0	0	0.085	0.067	0	0.576	0.606
COL1A1	SULF1	9606.ENSP00000225964	9606.ENSP00000260128	0	0	0	0	0.434	0	0	0.358	0.621
COL1A1	ISLR	9606.ENSP00000225964	9606.ENSP00000249842	0	0	0	0	0.339	0.091	0	0.506	0.677
COL1A1	MMP3	9606.ENSP00000225964	9606.ENSP00000299855	0	0	0	0	0.209	0.050	0	0.605	0.678
COL1A1	MFAP4	9606.ENSP00000225964	9606.ENSP00000378957	0	0	0	0	0.225	0	0	0.607	0.682
COL1A1	MMP1	9606.ENSP00000225964	9606.ENSP00000322788	0	0	0	0	0.139	0.050	0	0.738	0.767
COL1A1	COL7A1	9606.ENSP00000225964	9606.ENSP00000332371	0	0	0	0.731	0.134	0.292	0.400	0.498	0.790
COL1A1	COL4A5	9606.ENSP00000225964	9606.ENSP00000331902	0	0	0.097	0.716	0.085	0	0.400	0.641	0.798
COL1A1	THY1	9606.ENSP00000225964	9606.ENSP00000284240	0	0	0	0	0.337	0	0	0.721	0.807
COL1A1	SDC1	9606.ENSP00000225964	9606.ENSP00000370542	0	0	0	0	0.122	0	0.650	0.448	0.815
COL1A1	COL4A1	9606.ENSP00000225964	9606.ENSP00000364979	0	0	0.122	0.700	0.384	0	0.400	0.531	0.827
COL1A1	THBS2	9606.ENSP00000225964	9606.ENSP00000355751	0	0	0	0	0.368	0.099	0	0.722	0.828
COL1A1	PDGFRB	9606.ENSP00000225964	9606.ENSP00000261799	0	0	0	0	0.372	0	0	0.742	0.831
COL1A1	ELN	9606.ENSP00000225964	9606.ENSP00000351807	0	0	0	0	0.213	0	0	0.849	0.876
COL1A1	ITGA11	9606.ENSP00000225964	9606.ENSP00000327290	0	0	0	0	0.271	0	0.650	0.597	0.888
COL1A1	POSTN	9606.ENSP00000225964	9606.ENSP00000369071	0	0	0	0	0.555	0.076	0	0.783	0.903
COL1A1	FBN1	9606.ENSP00000225964	9606.ENSP00000325527	0	0	0	0	0.517	0.099	0	0.851	0.929
COL1A1	COL6A2	9606.ENSP00000225964	9606.ENSP00000300527	0	0	0.202	0.602	0.697	0.073	0.400	0.716	0.954
COL1A1	COL6A1	9606.ENSP00000225964	9606.ENSP00000355180	0	0	0.191	0.596	0.808	0	0.400	0.711	0.969
COL1A1	COL6A3	9606.ENSP00000225964	9606.ENSP00000295550	0	0	0	0.576	0.685	0	0.400	0.875	0.974
COL1A1	LUM	9606.ENSP00000225964	9606.ENSP00000266718	0	0	0	0	0.552	0.130	0.720	0.854	0.981
COL1A1	COL5A1	9606.ENSP00000225964	9606.ENSP00000360882	0	0	0.091	0.845	0.795	0.230	0.720	0.880	0.994
COL1A1	COL3A1	9606.ENSP00000225964	9606.ENSP00000304408	0	0	0.065	0.950	0.958	0	0.900	0.965	0.999
COL1A1	COL1A2	9606.ENSP00000225964	9606.ENSP00000297268	0	0	0.061	0.957	0.964	0.649	0.900	0.981	0.999
COL1A2	DCN	9606.ENSP00000297268	9606.ENSP00000052754	0	0	0	0	0.769	0.091	0	0.695	0.930
COL1A2	MXRA5	9606.ENSP00000297268	9606.ENSP00000217939	0	0	0	0	0.347	0.091	0	0.348	0.579
COL1A2	MMP2	9606.ENSP00000297268	9606.ENSP00000219070	0	0	0	0	0.452	0.098	0	0.726	0.853
COL1A2	ITGB8	9606.ENSP00000297268	9606.ENSP00000222573	0	0	0	0	0	0.045	0.650	0.238	0.723
